Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Visual Entropy,Visual Integration [HH],Visual Integration [P-value],Visual Integration [Tekl],Visual Mean Depth,Visual Node Count,Visual Relativised Entropy
1572873,1.6,5.16,120,34.218254,13.8896,1.7719975,4.0167866,0.4216871,0.83170521,3.3648119,4332,2.70081
1572874,1.6,5.2,188,65.33342,31.360001,1.9110235,4.1906824,0.43994287,0.83554,3.2666821,4332,2.5361128
1572875,1.6,5.24,126,35.454872,15.08,1.8367575,4.0886431,0.42923069,0.83330524,3.323251,4332,2.6237562
1572876,1.6,5.28,111,28.607075,9.8479996,1.7572697,4.0031066,0.42025095,0.83139807,3.3728931,4332,2.7169745
1572877,1.6,5.32,108,27.579021,8.8992004,1.7326508,3.9848826,0.41833776,0.83098757,3.3837452,4332,2.7439506
1572878,1.6,5.36,107,28.906731,9.8079996,1.7317318,3.9837251,0.41821626,0.83096147,3.3844378,4332,2.7450151
1572879,1.6,5.4,106,30.775557,11.08,1.7303286,3.9814119,0.4179734,0.83090925,3.3858232,4332,2.7468791
1572880,1.6,5.44,105,33.095074,12.6864,1.7282555,3.9798713,0.41781166,0.83087444,3.3867466,4332,2.7490783
1572891,1.6,5.88,92,23.914549,8.5551996,1.6893464,4.4528551,0.46746609,0.84109265,3.1332257,4332,2.6435199
1572892,1.6,5.92,128,47.565628,28.489599,1.721431,4.7352591,0.49711317,0.84679508,3.0060031,4332,2.5448625
1572893,1.6,5.96,253,313.45911,674.4848,1.6553758,5.9597173,0.62565827,0.86882651,2.5938582,4332,2.3547571
1572894,1.6,6,277,356.535,779.16479,1.671093,5.9839897,0.62820643,0.86922616,2.5873933,4332,2.3373625
1572895,1.6,6.04,102,29.904795,13.5808,1.7117645,4.4961672,0.47201303,0.84198517,3.1126761,4332,2.6128578
1572896,1.6,6.08,80,18.453127,5.8000002,1.6944613,4.2009525,0.44102105,0.83576256,3.2611406,4332,2.7092667
1572908,1.6,6.56,149,70.874908,50.177601,1.7092381,4.7374401,0.49734214,0.84683806,3.0050797,4332,2.5565016
1572909,1.6,6.6,263,238.03102,367.18561,1.6700305,5.5377479,0.58135945,0.86166829,2.7153082,4332,2.4193449
1572910,1.6,6.64,311,347.41339,684.33759,1.6423756,6.0830889,0.63860995,0.87084502,2.5615332,4332,2.3446844
1572911,1.6,6.68,337,391.76797,775.95203,1.6573869,6.1192813,0.6424095,0.87143117,2.5522974,4332,2.3262022
1572912,1.6,6.72,306,329.27002,629.23358,1.6425641,6.128397,0.64336646,0.8715784,2.5499885,4332,2.3365562
1572913,1.6,6.76,261,240.27705,382.0752,1.6972706,5.4663739,0.57386649,0.860416,2.737705,4332,2.409575
1572914,1.6,6.8,136,57.111465,34.755199,1.7344552,4.2912202,0.45049748,0.83770055,3.2135766,4332,2.6525619
1572915,1.6,6.84,110,38.981159,18.876801,1.7206883,4.2725029,0.44853246,0.83730137,3.223274,4332,2.6676965
1572916,1.6,6.88,33,4.6216531,0.84640002,1.7666286,3.4053414,0.35749683,0.81709307,3.7894251,4332,2.9082394
1572917,1.6,6.92,45,8.6902657,2.5616,1.8481326,3.7281313,0.39138371,0.82504225,3.5479105,4332,2.7206614
1572918,1.6,6.96,58,13.140449,4.3056002,1.8647964,3.7515893,0.39384636,0.82559854,3.5319788,4332,2.6994619
1572919,1.6,7,33,4.7784972,0.93120003,1.7600933,3.3974671,0.35667017,0.81689185,3.7958901,4332,2.9172037
1572920,1.6,7.04,88,20.590557,6.1631999,1.8943564,3.7941463,0.39831406,0.82660085,3.5035789,4332,2.6625893
1572921,1.6,7.08,90,19.80237,5.8304,1.9012318,3.8001041,0.39893952,0.82674044,3.4996536,4332,2.6549289
1572922,1.6,7.12,132,44.50029,22.9568,1.9573123,3.8571093,0.40492398,0.82806766,3.4627106,4332,2.5927186
1572923,1.6,7.16,126,40.586376,20.041599,1.9468056,3.8484499,0.40401489,0.82786703,3.4682522,4332,2.6037972
1572924,1.6,7.2,93,20.631918,6.0528002,1.8931825,3.7896028,0.39783707,0.82649428,3.5065804,4332,2.6656318
1572925,1.6,7.24,89,20.796692,6.2463999,1.8908226,3.7889049,0.39776379,0.82647789,3.5070422,4332,2.6674731
1572927,1.6,7.32,74,14.837963,3.6256001,2.1274149,2.496052,0.26203853,0.79095328,4.8055878,4332,3.0616481
1572928,1.6,7.36,72,12.686926,2.7855999,2.0897648,2.4775627,0.2600975,0.79034811,4.8339877,4332,3.098743
1572929,1.6,7.4,71,11.717723,2.4576001,2.0455143,2.4555287,0.25778437,0.78962225,4.8683906,4332,3.1447163
1572930,1.6,7.44,72,12.006167,2.5408001,2.0570233,2.4600806,0.25826222,0.78977263,4.8612328,4332,3.1340883
1572931,1.6,7.48,73,13.112132,2.9663999,2.0859907,2.6631234,0.27957788,0.79626632,4.5668435,4332,2.9903398
1572932,1.6,7.52,72,13.989435,3.2639999,2.0570233,2.4600806,0.25826222,0.78977263,4.8612328,4332,3.1340883
1572934,1.6,7.6,72,14.727295,3.72,1.9551886,3.0929952,0.32470635,0.80881464,4.071115,4332,2.8879764
1572935,1.6,7.64,100,33.323078,17.944,1.9987098,3.1235235,0.32791126,0.80965209,4.0410991,4332,2.844471
1572936,1.6,7.68,107,36.607193,20.0128,2.0014913,3.1256595,0.32813549,0.80971044,4.039021,4332,2.8423903
1572937,1.6,7.72,93,27.004366,12.648,1.9963319,3.1218643,0.32773706,0.80960673,4.0427151,4332,2.8461537
1572938,1.6,7.76,74,15.634545,4.1343999,1.9584155,3.0950894,0.3249262,0.80887228,4.069037,4332,2.8849933
1638405,1.64,5,104,30.228973,10.8096,1.7162509,3.9527218,0.41496149,0.83025962,3.4031401,4332,2.7683189
1638406,1.64,5.04,104,27.305202,9.0383997,1.7127609,3.9504445,0.41472241,0.83020788,3.4045255,4332,2.7721314
1638407,1.64,5.08,111,28.036549,9.1552,1.7255261,3.964148,0.41616103,0.83051878,3.3962133,4332,2.7573125
1638408,1.64,5.12,111,25.956234,7.8720002,1.7260169,3.9656765,0.41632149,0.83055341,3.3952897,4332,2.7563806
1638409,1.64,5.16,132,36.346493,14.768,1.8825555,4.1639605,0.43713757,0.83495891,3.2812283,4332,2.5634177
1638410,1.64,5.2,179,60.948643,29.4592,1.9073086,4.1868439,0.43953991,0.83545667,3.2687602,4332,2.5395715
1638411,1.64,5.24,156,47.01733,20.636801,1.8954149,4.1749473,0.43829095,0.83519816,3.2752252,4332,2.5511348
1638412,1.64,5.28,113,25.170645,7.4159999,1.7861587,4.0329309,0.42338195,0.83206666,3.3553452,4332,2.6827929
1638413,1.64,5.32,110,25.870001,7.9439998,1.7412875,3.9953315,0.4194347,0.83122313,3.377511,4332,2.7332492
1638414,1.64,5.36,108,26.879467,8.6927996,1.7488004,3.9961076,0.41951618,0.83124059,3.3770492,4332,2.7262495
1638415,1.64,5.4,106,28.628239,9.9055996,1.7264222,3.9787166,0.41769046,0.8308484,3.3874395,4332,2.7511737
1638416,1.64,5.44,105,31.102196,11.4848,1.7276983,3.9794862,0.41777125,0.8308658,3.3869777,4332,2.749691
1638427,1.64,5.88,94,23.992495,8.4432001,1.690835,4.4547839,0.46766856,0.84113252,3.132302,4332,2.6418233
1638428,1.64,5.92,125,43.138798,23.3424,1.6764672,4.6360073,0.48669362,0.84482193,3.0489495,4332,2.6093793
1638429,1.64,5.96,253,307.89032,652.4176,1.6554259,5.9605808,0.62574893,0.86884075,2.5936275,4332,2.3545628
1638430,1.64,6,278,352.75854,760.00641,1.6716944,5.9848599,0.62829781,0.86924052,2.5871623,4332,2.3367119
1638431,1.64,6.04,104,29.407681,12.7568,1.700179,4.5084853,0.47330621,0.84223783,3.1069038,4332,2.6198969
1638432,1.64,6.08,81,18.045052,5.4768,1.6785378,4.4269805,0.46474972,0.84055614,3.1456938,4332,2.6593146
1638444,1.64,6.56,144,57.998772,32.8368,1.7006544,4.5318274,0.47575668,0.84271502,3.0960517,4332,2.6163273
1638445,1.64,6.6,266,227.04224,336.66241,1.6522655,5.7035809,0.59876877,0.86453027,2.6654353,4332,2.4028387
1638446,1.64,6.64,314,341.94354,663.04962,1.6441063,6.0866885,0.6389879,0.87090349,2.5606096,4332,2.3426471
1638447,1.64,6.68,333,380.26965,746.05762,1.6546012,6.106565,0.64107454,0.87122554,2.5555298,4332,2.3306968
1638448,1.64,6.72,307,322.71463,608.48962,1.6431376,6.1293101,0.64346236,0.87159312,2.5497575,4332,2.3359284
1638449,1.64,6.76,273,236.95343,361.0416,1.6684303,5.7586684,0.60455197,0.86546665,2.6495035,4332,2.3783917
1638450,1.64,6.8,133,50.103779,27.867201,1.712622,4.4032888,0.46226257,0.8400628,3.1572385,4332,2.6396723
1638451,1.64,6.84,104,31.712662,13.048,1.7196082,4.2698421,0.44825315,0.83724451,3.2246594,4332,2.6689301
1638452,1.64,6.88,31,4.7147136,0.98879999,1.7690157,3.4064691,0.35761523,0.81712186,3.7885015,4332,2.9055884
1638453,1.64,6.92,46,8.7453232,2.4096,1.8488183,3.7284691,0.39141917,0.82505023,3.5476794,4332,2.7200317
1638454,1.64,6.96,59,12.948497,3.9807999,1.8654011,3.7519314,0.39388227,0.82560664,3.5317478,4332,2.6989114
1638455,1.64,7,30,4.3493905,0.86720002,1.7558115,3.3943837,0.35634646,0.81681299,3.79843,4332,2.9218347
1638456,1.64,7.04,91,20.792582,6.0288,1.9163537,3.812783,0.40027055,0.82703698,3.4913416,4332,2.6379888
1638457,1.64,7.08,91,19.30509,5.4496002,1.9017162,3.8004553,0.39897636,0.82674867,3.4994228,4332,2.654496
1638458,1.64,7.12,131,44.178627,23.636801,1.9569197,3.8567479,0.40488601,0.82805932,3.4629416,4332,2.5930634
1638459,1.64,7.16,125,39.764809,20.049601,1.9513863,3.8520532,0.4043932,0.8279506,3.4659431,4332,2.5986443
1638460,1.64,7.2,93,19.760447,5.5423999,1.8916564,3.7885559,0.39772716,0.82646966,3.5072732,4332,2.6672895
1638461,1.64,7.24,89,19.733002,5.5215998,1.8908226,3.7889049,0.39776379,0.82647789,3.5070422,4332,2.6674731
1638463,1.64,7.32,73,13.555484,2.9935999,2.1279621,2.4963548,0.26207033,0.79096317,4.8051257,4332,3.0609787
1638464,1.64,7.36,74,12.493398,2.5792,2.1274149,2.496052,0.26203853,0.79095328,4.8055878,4332,3.0616481
1638465,1.64,7.4,72,11.032143,2.0511999,2.0570233,2.4600806,0.25826222,0.78977263,4.8612328,4332,3.1340883
1638466,1.64,7.44,73,11.423811,2.1984,2.0859907,2.6631234,0.27957788,0.79626632,4.5668435,4332,2.9903398
1638467,1.64,7.48,72,11.758007,2.3072,2.0570233,2.4600806,0.25826222,0.78977263,4.8612328,4332,3.1340883
1638468,1.64,7.52,75,14.467733,3.4159999,2.1023269,2.808378,0.29482689,0.80067492,4.3823595,4332,2.8973999
1638470,1.64,7.6,72,14.480923,3.6719999,1.9551886,3.0929952,0.32470635,0.80881464,4.071115,4332,2.8879764
1638471,1.64,7.64,97,32.189903,18.132799,1.9977188,3.1228123,0.32783657,0.80963266,4.0417919,4332,2.8451643
1638472,1.64,7.68,105,36.462269,21.060801,2.0008934,3.1251845,0.32808563,0.80969745,4.0394826,4332,2.8427899
1638473,1.64,7.72,95,29.151518,15.1136,1.997335,3.1225753,0.32781169,0.80962616,4.0420227,4332,2.8453529
1638474,1.64,7.76,76,15.959687,4.2495999,1.9726635,3.1058378,0.3260546,0.80916774,4.0584159,4332,2.8711791
1703941,1.68,5,105,29.200998,10.1936,1.7206603,3.9557624,0.4152807,0.83032864,3.401293,4332,2.7635739
1703942,1.68,5.04,107,27.045214,8.8079996,1.7242808,3.9584267,0.41556039,0.83038908,3.3996768,4332,2.7597666
1703943,1.68,5.08,109,25.14806,7.5455999,1.7247723,3.9633842,0.41608083,0.8305015,3.3966751,4332,2.7579837
1703944,1.68,5.12,113,24.302929,6.8080001,1.7267567,3.9664412,0.41640177,0.83057076,3.3948281,4332,2.7557232
1703945,1.68,5.16,153,46.73637,22.5776,1.8827645,4.5950999,0.48239911,0.84399909,3.0671899,4332,2.4434285
1703946,1.68,5.2,174,57.118546,27.3424,1.904853,4.184289,0.43927169,0.83540124,3.2701454,4332,2.5419509
1703947,1.68,5.24,160,49.564838,22.819201,1.8976121,4.1770668,0.43851346,0.8352443,3.2740707,4332,2.5489876
1703948,1.68,5.28,114,23.127714,6.0447998,1.7636158,4.0144348,0.42144021,0.83165246,3.3661971,4332,2.7081578
1703949,1.68,5.32,112,24.111921,6.7680001,1.7652476,4.0156102,0.4215636,0.83167881,3.3655045,4332,2.706162
1703950,1.68,5.36,108,25.181557,7.7375998,1.7384545,3.9914551,0.41902778,0.83113581,3.3798199,4332,2.7367501
1703951,1.68,5.4,105,26.410864,8.5872002,1.7282555,3.9798713,0.41781166,0.83087444,3.3867466,4332,2.7490783
1703952,1.68,5.44,102,27.662252,9.3168001,1.7368059,3.9856548,0.41841882,0.83100504,3.3832834,4332,2.7394063
1703963,1.68,5.88,99,25.978851,9.4768,1.6939313,4.4600964,0.46822628,0.84124231,3.1297622,4332,2.6380112
1703964,1.68,5.92,123,39.686211,19.396799,1.7141284,4.5109572,0.4735657,0.84228843,3.1057494,4332,2.60832
1703965,1.68,5.96,253,302.30261,630.64478,1.6589648,5.95368,0.6250245,0.86872691,2.5954745,4332,2.3526235
1703966,1.68,6,277,345.99835,734.73279,1.6746145,5.9770346,0.62747627,0.86911178,2.5892403,4332,2.3354471
1703967,1.68,6.04,104,28.348246,11.6176,1.6982179,4.5060163,0.47304702,0.84218723,3.1080582,4332,2.6222787
1703968,1.68,6.08,87,20.595198,6.816,1.6903915,4.4663911,0.46888712,0.84137231,3.1267605,4332,2.6386676
1703980,1.68,6.56,142,52.088741,26.739201,1.6967952,4.5879254,0.48164594,0.84385419,3.0704226,4332,2.604795
1703981,1.68,6.6,272,220.76434,315.83359,1.6584535,5.7242146,0.60093492,0.86488181,2.6594319,4332,2.3937004
1703982,1.68,6.64,319,339.36288,649.55042,1.6467901,6.0902929,0.63936627,0.8709619,2.5596859,4332,2.3398478
1703983,1.68,6.68,332,371.40356,721.13599,1.6527082,6.0884905,0.63917702,0.8709327,2.5601478,4332,2.3354731
1703984,1.68,6.72,310,321.1333,604.36481,1.6428143,6.0966105,0.64002949,0.87106436,2.5580697,4332,2.3419197
1703985,1.68,6.76,273,226.19142,331.97281,1.6690303,5.762702,0.60497534,0.86553496,2.648349,4332,2.3771052
1703986,1.68,6.8,131,44.717018,22.5264,1.7403731,4.4374857,0.46585256,0.84077424,3.1406143,4332,2.6056945
1703987,1.68,6.84,101,27.331169,9.5696001,1.6889671,4.3728666,0.4590688,0.83942622,3.1722467,4332,2.6662986
1703988,1.68,6.88,29,5.1940899,1.2464,1.7677417,3.4059052,0.35755602,0.81710744,3.7889633,4332,2.9067068
1703989,1.68,6.92,38,6.1805968,1.3712,1.8080189,3.4600444,0.36323962,0.81848073,3.7453244,4332,2.8509808
1703990,1.68,6.96,63,13.561599,3.9424,1.8682787,3.753643,0.39406198,0.82564712,3.5305934,4332,2.6962094
1703991,1.68,7,28,4.8462081,1.128,1.7515286,3.3924243,0.35614076,0.8167628,3.8000462,4332,2.9260459
1703992,1.68,7.04,92,20.882935,6.0560002,1.9172968,3.8124297,0.40023345,0.82702875,3.4915724,4332,2.6374099
1703993,1.68,7.08,96,20.797064,5.9583998,1.9206426,3.8145506,0.4004561,0.82707828,3.4901869,4332,2.6342494
1703994,1.68,7.12,132,45.530884,25.5296,1.9702508,3.8679888,0.40606612,0.82831925,3.4557838,4332,2.5783286
1703995,1.68,7.16,124,39.94175,21.1408,1.9509754,3.8516927,0.40435532,0.82794219,3.4661741,4332,2.5990071
1703996,1.68,7.2,99,23.633528,8.4560003,1.9170126,3.8205729,0.40108833,0.82721877,3.4862618,4332,2.6355336
1703997,1.68,7.24,90,19.842379,5.5408001,1.89027,3.7868123,0.39754412,0.82642871,3.5084276,4332,2.6687558
1703999,1.68,7.32,75,13.918261,3.0880001,2.1326888,2.4989326,0.26234096,0.79104728,4.8012009,4332,3.0574052
1704000,1.68,7.36,74,12.024062,2.3408,2.131357,2.498174,0.2622613,0.79102254,4.8023553,4332,3.058337
1704001,1.68,7.4,75,11.386681,2.0527999,2.1319766,2.4984775,0.26229316,0.79103243,4.8018932,4332,3.0581582
1704002,1.68,7.44,73,10.989633,1.9984,2.0961368,2.8049314,0.29446507,0.8005724,4.3865156,4332,2.9032195
1704003,1.68,7.48,75,12.480132,2.5488,2.1023269,2.808378,0.29482689,0.80067492,4.3823595,4332,2.8973999
1704004,1.68,7.52,76,14.21991,3.1744001,2.1139586,2.8143337,0.29545212,0.80085176,4.3752022,4332,2.8847911
1704006,1.68,7.6,76,17.451048,6.0079999,1.9823854,3.1121817,0.32672057,0.80934173,4.0521817,4332,2.8583102
1704007,1.68,7.64,94,31.444889,18.5296,1.9966857,3.1221013,0.32776195,0.80961323,4.0424843,4332,2.8458993
1704008,1.68,7.68,104,37.434654,22.972799,2.0005879,3.1249471,0.32806072,0.80969095,4.0397139,4332,2.8429964
1704009,1.68,7.72,98,31.624578,17.375999,2.0100446,3.1337545,0.3289853,0.80993128,4.0311708,4332,2.8330734
1704010,1.68,7.76,77,16.366362,4.5232,1.9730964,3.1060724,0.32607922,0.80917418,4.0581851,4332,2.870847
1769477,1.72,5,104,27.828571,9.3520002,1.7156451,3.9527218,0.41496149,0.83025962,3.4031401,4332,2.7688503
1769478,1.72,5.04,107,26.115921,8.2687998,1.721431,3.9565232,0.41536057,0.83034593,3.4008312,4332,2.7628868
1769479,1.72,5.08,109,23.909519,6.8368001,1.7250448,3.9591887,0.41564038,0.83040637,3.399215,4332,2.7590857
1769480,1.72,5.12,115,23.969769,6.48,1.7308902,3.9695029,0.41672319,0.83064008,3.3929808,4332,2.7513435
1769481,1.72,5.16,157,52.41098,30.694401,1.8247825,4.9281178,0.51735973,0.85053879,2.9274995,4332,2.4123905
1769482,1.72,5.2,172,56.30455,27.428801,1.9039783,4.1834378,0.43918234,0.83538276,3.2706072,4332,2.5427682
1769483,1.72,5.24,161,50.035015,23.524799,1.8980793,4.1774907,0.43855801,0.83525348,3.2738397,4332,2.5485497
1769484,1.72,5.28,117,23.370098,6.0159998,1.8106935,4.0611973,0.42634937,0.83269674,3.3389518,4332,2.6534002
1769485,1.72,5.32,111,22.800392,6.1040001,1.7598399,4.0109124,0.4210704,0.83157343,3.3682752,4332,2.7122369
1769486,1.72,5.36,110,24.599094,7.2128,1.7610056,4.0105214,0.42102936,0.83156466,3.3685062,4332,2.7112556
1769487,1.72,5.4,103,24.164181,7.2416,1.7309147,3.9856548,0.41841882,0.83100504,3.3832834,4332,2.7446501
1769488,1.72,5.44,101,26.450563,8.6176004,1.7164199,3.9718022,0.41696459,0.83069205,3.3915954,4332,2.7616155
1769499,1.72,5.88,99,26.225559,9.7440004,1.689173,4.4639678,0.46863273,0.8413223,3.1279151,4332,2.641176
1769500,1.72,5.92,119,36.350471,16.476801,1.7104552,4.5065098,0.47309881,0.84219736,3.1078272,4332,2.6124415
1769501,1.72,5.96,253,296.9805,609.47357,1.6589648,5.95368,0.6250245,0.86872691,2.5954745,4332,2.3526235
1769502,1.72,6,278,341.36322,712.56317,1.6751089,5.9761662,0.62738514,0.86909747,2.5894713,4332,2.3351932
1769503,1.72,6.04,100,25.783735,9.8319998,1.6908773,4.4897881,0.47134337,0.84185416,3.1156776,4332,2.6328199
1769504,1.72,6.08,89,21.901335,7.6575999,1.6895837,4.4639678,0.46863273,0.8413223,3.1279151,4332,2.6401513
1769516,1.72,6.56,136,45.587566,21.0112,1.7048866,4.6214252,0.48516279,0.84452927,3.0554144,4332,2.5884907
1769517,1.72,6.6,276,216.16621,300.0704,1.6233249,5.8131876,0.61027545,0.86638665,2.6340337,4332,2.4085796
1769518,1.72,6.64,320,331.69208,625.56641,1.6473364,6.0911946,0.63946092,0.87097657,2.5594552,4332,2.3392487
1769519,1.72,6.68,335,364.71262,695.82721,1.654286,6.0911946,0.63946092,0.87097657,2.5594552,4332,2.3337364
1769520,1.72,6.72,309,313.14508,582.6192,1.642193,6.0948043,0.63983989,0.8710351,2.5585315,4332,2.3427429
1769521,1.72,6.76,274,218.25392,310.328,1.6695918,5.7635093,0.6050601,0.86554861,2.6481183,4332,2.3765025
1769522,1.72,6.8,130,41.241798,18.681601,1.7763218,4.5961266,0.4825069,0.84401983,3.0667284,4332,2.5322714
1769523,1.72,6.84,96,24.043129,7.5888,1.7009189,4.3882589,0.46068472,0.83974874,3.1646271,4332,2.6511569
1769524,1.72,6.88,32,6.4472461,1.7728,1.7221956,3.5367889,0.37129635,0.82039881,3.6857538,4332,2.8970737
1769525,1.72,6.92,43,7.6804147,1.8559999,1.7308772,3.5425754,0.37190384,0.82054204,3.6813669,4332,2.8885531
1769526,1.72,6.96,62,13.317303,3.8640001,1.8676988,3.7533007,0.39402601,0.82563901,3.5308242,4332,2.6967354
1769527,1.72,7,32,6.3409433,1.704,1.7336583,3.549912,0.37267402,0.82072347,3.6758254,4332,2.8821156
1769528,1.72,7.04,99,23.866726,7.3807998,1.9230133,3.816674,0.40067902,0.82712781,3.4888017,4332,2.631819
1769529,1.72,7.08,100,23.496498,8.1087999,1.93022,3.8219926,0.40123737,0.82725191,3.4853382,4332,2.6240969
1769530,1.72,7.12,134,46.609406,26.844801,1.9731523,3.8705361,0.40633354,0.82837802,3.4541676,4332,2.5752773
1769531,1.72,7.16,126,41.599094,22.995199,1.9656347,3.8639925,0.40564659,0.82822686,3.4583237,4332,2.5829043
1769532,1.72,7.2,102,26.495483,11.4896,1.9286367,3.8294637,0.40202171,0.82742596,3.4804895,4332,2.6230454
1769533,1.72,7.24,90,19.942865,5.6431999,1.8892533,3.7861152,0.39747092,0.82641238,3.5088894,4332,2.6698596
1769535,1.72,7.32,78,15.039348,3.5248001,2.1357186,2.5007555,0.26253232,0.7911067,4.79843,4332,3.0553918
1769536,1.72,7.36,78,13.208932,2.7456,2.1390841,2.5030377,0.2627719,0.79118103,4.7949667,4332,3.0529337
1769537,1.72,7.4,78,12.398946,2.4128001,2.1325011,2.8294311,0.29703709,0.8012988,4.3571925,4332,2.8689394
1769538,1.72,7.44,79,12.46011,2.3648,2.1415856,2.8327432,0.29738477,0.80139661,4.3532672,4332,2.8586488
1769539,1.72,7.48,78,13.548032,2.9584,2.1193893,2.8174174,0.29577586,0.80094326,4.3715076,4332,2.8795819
1769540,1.72,7.52,80,15.901108,3.9119999,2.1202638,2.8179963,0.29583666,0.80096042,4.3708153,4332,2.8789876
1769542,1.72,7.6,80,21.251511,9.5472002,1.9886659,3.1166613,0.32719085,0.8094644,4.0477948,4332,2.8524916
1769543,1.72,7.64,93,31.716228,19.288,1.9963319,3.1218643,0.32773706,0.80960673,4.0427151,4332,2.8461537
1769544,1.72,7.68,106,39.049652,24.7792,2.0132186,3.1359043,0.329211,0.80998987,4.0290928,4332,2.8306885
1769545,1.72,7.72,102,34.570621,19.812799,2.0120118,3.1351874,0.32913575,0.80997032,4.0297852,4332,2.8315046
1769546,1.72,7.76,80,18.046577,5.4335999,1.9751705,3.10748,0.32622701,0.8092128,4.0567999,4332,2.8690889
1835013,1.76,5,101,26.05162,8.3039999,1.7092617,3.9477909,0.41444382,0.83014762,3.4061418,4332,2.7757185
1835014,1.76,5.04,107,25.628706,7.8592,1.7196809,3.9557624,0.4152807,0.83032864,3.401293,4332,2.7646706
1835015,1.76,5.08,111,24.651609,7.1184001,1.7280674,3.9614761,0.41588053,0.83045822,3.3978295,4332,2.7559292
1835016,1.76,5.12,121,27.610903,9.0112,1.8481691,4.1037335,0.43081489,0.83363849,3.314708,4332,2.6093423
1835017,1.76,5.16,162,57.684177,37.942402,1.8334739,4.9542303,0.52010107,0.85103685,2.91734,4332,2.3992803
1835018,1.76,5.2,171,55.9403,27.5616,1.9038445,4.1834378,0.43918234,0.83538276,3.2706072,4332,2.5428061
1835019,1.76,5.24,159,49.683365,23.7952,1.8971424,4.1766424,0.43846896,0.83523506,3.2743015,4332,2.5494282
1835020,1.76,5.28,121,25.352613,7.0479999,1.8495139,4.1222372,0.43275744,0.83404577,3.3043177,4332,2.6021836
1835021,1.76,5.32,114,23.753483,6.4015999,1.7607119,4.0105214,0.42102936,0.83156466,3.3685062,4332,2.7119327
1835022,1.76,5.36,105,22.397604,6.1664,1.7491461,4.0011601,0.4200466,0.83135426,3.3740475,4332,2.7240028
1835023,1.76,5.4,103,23.960836,7.0416002,1.7370269,3.9883595,0.41870278,0.83106601,3.3816671,4332,2.7384577
1835024,1.76,5.44,100,25.66605,8.1183996,1.7048396,3.9572845,0.41544047,0.83036321,3.4003694,4332,2.7763951
1835035,1.76,5.88,96,25.94153,10.0576,1.6800696,4.4741631,0.46970302,0.84153259,3.1230662,4332,2.6462662
1835036,1.76,5.92,117,34.954933,15.296,1.7084814,4.5045362,0.47289163,0.84215689,3.1087508,4332,2.6145599
1835037,1.76,5.96,253,291.51703,588.4624,1.6587121,5.9493752,0.62457258,0.86865586,2.5966289,4332,2.353596
1835038,1.76,6,281,339.24445,694.93439,1.6769022,5.9787717,0.62765867,0.86914039,2.5887785,4332,2.3332529
1835039,1.76,6.04,98,25.734337,10.1456,1.6883745,4.4873395,0.47108629,0.84180385,3.1168323,4332,2.6355467
1835040,1.76,6.08,91,23.990833,9.1087999,1.6989521,4.4804974,0.47036803,0.84166306,3.1200647,4332,2.6276078
1835052,1.76,6.56,124,37.176418,14.7504,1.7231096,4.6612201,0.48934048,0.84532624,3.0378666,4332,2.5615561
